,title,url,rating,no_ratings,desc,price
78,"Private tour:Beaches,Uluwatu Temple,Kecak Dance with Sunset,and...",/AttractionProductReview-g469404-d14155754-Private_tour_Beaches_Uluwatu_Temple_Kecak_Dance_with_Sunset_and_Seafood_Barbecue-S.html,5,27,"Rather than being stuck on a crowded tour bus, enjoy the freedom and flexibility of a southern Bali private tour. See three of the island’s best beaches in Uluwatu, visit Uluwatu Temple, and immerse yourself in","2,167.78"
79,Bailando Tours Bali - Ubud Cycling Tour,/AttractionProductReview-g608496-d15803089-Bailando_Tours_Bali_Ubud_Cycling_Tour-Tabanan_Bali.html,5,42,"Enjoy unforgettable memories and lots of laughs while cycling through rice fields from Mt Batur, cool, luscious tropical rainforests, see local villages, and visit Balinese Hindu temples and houses. As our company","1,567.07"
80,Nia Bali Seminyak Cooking Class,/AttractionProductReview-g469404-d15600165-Nia_Bali_Seminyak_Cooking_Class-Seminyak_Kuta_District_Bali.html,5,4,Learn to cook authentic Balinese food in the island in which it originated with this cooking class. You'll start with a visit to a morning market where you'll learn all about local ingredients. Then it's time to hit,"2,611.78"
81,Full-Day Bali Adventure Tour with Quad Bikes and Rafting,/AttractionProductReview-g294226-d11463132-Full_Day_Bali_Adventure_Tour_with_Quad_Bikes_and_Rafting-Bali.html,5,26,"Bali’s rain forests, waterfalls, and rural villages offer an incredible backdrop for an adventure. On this action-packed tour, enjoy two thrilling activities in one day—venture off-road on an all-terrain vehicle","3,063.62"
82,Daily Trip Highlight Komodo Archipelago by Speed Boat,/AttractionProductReview-g15240293-d17472829-Daily_Trip_Highlight_Komodo_Archipelago_by_Speed_Boat-Liang_Ndara_East_Nusa_Teng.html,5,6,"This trip package is special for the client who have desire to know more about Komodo dragon on the real Jurassic park and also the other places around it,but too hard to get it because of budget,vacation time and","6,529.46"
83,Bali ATV Ride - Best Quad Bike Adventures,/AttractionProductReview-g469404-d13857596-Bali_ATV_Ride_Best_Quad_Bike_Adventures-Seminyak_Kuta_District_Bali.html,4.5,10,"Have an exhilarating day in Bali by going on this ATV expedition. Go off the beaten track and see areas that can’t be reached by public transport. Zoom through rice paddies, bamboo forests, jungles, remote villages,","2,170.92"
84,Bali Eco & Educational Cycling Tour,/AttractionProductReview-g469404-d13353278-Bali_Eco_Educational_Cycling_Tour-Seminyak_Kuta_District_Bali.html,5,119,"Explore the rural scenery of Bali on a bike tour that introduces you to what daily life is like in this part of the island. Cycle past villages and rice paddies, learn about Balinese culture, and enjoy views of","2,611.78"
85,All Inclusive : Best Snorkeling at Blue Lagoon With Lunch And Private...,/AttractionProductReview-g608496-d16703138-All_Inclusive_Best_Snorkeling_at_Blue_Lagoon_With_Lunch_And_Private_Transport-Taba.html,5,35,"Visit two different snorkeling locations on this private boat tour to Bali’s Blue Lagoon and Tanjung Jepun. You’ll have the chance to swim among fish and other marine life along the coral reef, which sits near the","1,488.72"
86,Bali Most Instagram Tour,/AttractionProductReview-g608496-d15063084-Bali_Most_Instagram_Tour-Tabanan_Bali.html,5,65,"If pictures are at the heart of your vacation, save time and energy by heading straight to the Instagram hotspots on this private door-to-door tour. Pose for timeless shots at the Banyumala Twin Waterfalls, the lake","2,350.61"
87,Private Bali Tour All About Ubud,/AttractionProductReview-g608496-d11484995-Private_Bali_Tour_All_About_Ubud-Tabanan_Bali.html,5,333,"Spare yourself the time, expense, and danger of self-driving Bali on this cost-effective but still private tour that ticks off the top Ubud attractions. Relax as your personal driver chauffeurs you from your hotel","1,514.83"
88,Flavours of Bali Local Cooking Class from Ubud,/AttractionProductReview-g608496-d11461278-Flavours_of_Bali_Local_Cooking_Class_from_Ubud-Tabanan_Bali.html,5,40,"If you have a keen interest in Balinese cuisine, then this cooking class in Ubud is for you! Learn to prepare authentic dishes from a certified cook in a traditional open kitchen. You’ll get hands-on practice in a","2,350.61"
89,Private 3 day tours package : Bali highlights,/AttractionProductReview-g469404-d15079758-Private_3_day_tours_package_Bali_highlights-Seminyak_Kuta_District_Bali.html,5,68,"Make the most of your Bali vacation on a 3-day private sightseeing tour. The expertly designed itinerary combines the best of culture, cuisine, nature, and relaxation. Private air-conditioned transportation allows","7,051.82"
90,"Ubud White Water Rafting, Rice Terrace and Jungle Swing",/AttractionProductReview-g608496-d13562900-Ubud_White_Water_Rafting_Rice_Terrace_and_Jungle_Swing-Tabanan_Bali.html,5,29,"Enjoy an adrenaline-packed day—with none of that adrenaline coming from driving—on two classic Ubud adventures. First, take a white-water rafting trip down the Ayung River. After a buffet lunch and a coffee","2,350.61"
91,Bali Downhill Cultural Cycling Tour,/AttractionProductReview-g608496-d11476406-Bali_Downhill_Cultural_Cycling_Tour-Tabanan_Bali.html,5,62,"Combine Balinese culture with adventure on a full-day downhill cycling tour from Ubud. After hotel pickup, you’ll travel to the dramatic landscapes surrounding the Kintamini volcano to enjoy a coffee-tasting","2,350.61"
92,Bali Southern Private Tour,/AttractionProductReview-g1380108-d12426556-Private_Tour_Uluwatu_and_Jimbaran-Pecatu_Nusa_Dua_Peninsula_Bali.html,4.5,68,"Enjoy sunset views from clifftop Uluwatu Temple and experience Jimbaran Bay’s vibrant beach on this private tour, direct from your hotel. Leave south Bali’s toxic traffic to your chauffeur and relax as you explore","2,037.19"
93,Full-Day Ayung River White Water Rafting and Ubud Tour,/AttractionProductReview-g608496-d11484106-Full_Day_Ayung_River_White_Water_Rafting_and_Ubud_Tour-Tabanan_Bali.html,5,44,"This full-day excursion to the Ayung River and Ubud offers adventure and culture in equal measure. Ideal for families, this tour includes white-water rafting on the Ayung River and a visit to the Sacred Monkey","1,828.25"
94,Bali Best Waterfalls Tour,/AttractionProductReview-g469404-d15671709-Bali_Best_Waterfalls_Tour-Seminyak_Kuta_District_Bali.html,5,32,"North Bali’s most beautiful waterfalls take hours to reach from south Bali. Leave mountain roads to your expert chauffeur and experience the falls in style on this private door-to-door tour, with ample time to take","2,298.37"
95,Admission Ticket Upside Down World,/AttractionProductReview-g469404-d13943774-Admission_Ticket_Upside_Down_World-Seminyak_Kuta_District_Bali.html,4.5,2,"Treat the kids to a fab day out or style up your Instagram with guaranteed entry to Upside Down World, the Bali branch of the South-East Asian social brand. Capture hysterical shots with the help of the staff as you",313.41
96,Bali Best Snorkeling at Blue Lagoon with Transport and Lunch,/AttractionProductReview-g469404-d13496452-Bali_Best_Snorkeling_at_Blue_Lagoon_with_Transport_and_Lunch-Seminyak_Kuta_Distric.html,5,45,"With clear, warm waters and colorful fish and coral, Bali is a dream snorkeling destination. On this fun day trip you'll experience two of Bali's top snorkeling spots, the Blue Lagoon and Tanjung Jepun. These are","1,723.78"
97,Bali Quad Bike Adventure with Ubud Monkey Forest and Temple,/AttractionProductReview-g608496-d13282583-Bali_Quad_Bike_Adventure_with_Ubud_Monkey_Forest_and_Temple-Tabanan_Bali.html,5,40,"Achieve the perfect blend of thrills and culture on this private day tour around Ubud. Start with an all-terrain vehicle adventure, led by an experienced ATV instructor and complete with essential safety gear. After","3,395.32"
98,Nusa Penida Instagram Tour: Legendary Spots,/AttractionProductReview-g1380108-d15689841-Nusa_Penida_Instagram_Tour_Legendary_Spots-Pecatu_Nusa_Dua_Peninsula_Bali.html,5,16,"Instagram and photography enthusiasts will love this private tour of Nusa Penida, although it’s a fun tour for anyone who appreciates beautiful landscapes. You’ll be picked up in Bali and taken to the island by","4,440.03"
99,Local Market Tour and Traditional Balinese Cooking Class with a...,/AttractionProductReview-g608496-d14083954-Local_Market_Tour_and_Traditional_Balinese_Cooking_Class_with_a_Family_in_Ubud-Tab.html,5,42,"Culinary experiences don’t get more authentic than joining a local host on their daily shop. Start your private Balinese cooking lesson at Pejeng Market, where Putu, your host, will introduce you to the goodies on","3,134.14"
100,Half-Day Ubud Electric Bike Tour to Tirta Empul Water Temple,/AttractionProductReview-g608496-d13960871-Half_Day_Ubud_Electric_Bike_Tour_to_Tirta_Empul_Water_Temple-Tabanan_Bali.html,5,76,"Experience Ubud’s hilly back roads and rice-field landscapes in comfort on an electric bicycle on this half-day small-group tour. Pedal when you want, or let the motor take the strain. You’ll travel past local","2,611.78"
101,Gili island Snorkeling Half Day Trip departure from Gili Trawangan,/AttractionProductReview-g1940487-d16717180-Gili_island_Snorkeling_Half_Day_Trip_departure_from_Gili_Trawangan-Gili_Islands_P.html,3,2,This option entitles you snorkeling tour around the Gili islands. Perfect for combination of snorkelers and non snorkelers . with 2 option choice either small group tour about 4.5 hours Trip or Private Tour . Swim,"1,149.19"
102,"Yogyakarta Cultural Tour: Borobudur Temple, Prambanan Temple and...",/AttractionProductReview-g12872450-d11483254-Yogyakarta_Cultural_Tour_Borobudur_Temple_Prambanan_Temple_and_Merapi_Volcano-Sl.html,4.5,19,"Yogyakarta is unanimously hailed as the cultural heart of Indonesia. This private tour, ideal for travelers with limited time in Java, gives you the chance to tick off three Yogyakarta highlights in only one day.","6,529.46"
103,Nusa Penida Adventure Tour,/AttractionProductReview-g469404-d17065170-Nusa_Penida_Adventure_Tour-Seminyak_Kuta_District_Bali.html,4.5,3,"Get a comprehensive tour of Nusa Penida Island, including multiple snorkeling stops, on this full-day excursion. You’ll make the most of your day on the island with the leadership of a guide, who will make sure you","4,074.38"
104,Nusa Penida Instagram Tour: The Most Famous Spots,/AttractionProductReview-g12948593-d15665625-Nusa_Penida_Instagram_Tour_The_Most_Famous_Spots-Ped_Nusa_Penida_Bali.html,5,20,"Grab your phone and your friends and head out to visit Nusa Penida's most Instagram-famous spots with this private guided tour of the island. Your guide will take you and your party to Kelingking Beach, Diamond","4,440.03"
105,Jungle Hopper Package Bali Safari,/AttractionProductReview-g608496-d17554745-Jungle_Hopper_Package_Bali_Safari-Tabanan_Bali.html,4,4,"Special offer for Jungle Hopper Package with the best and easiest way to get into Bali Safari and Marine Park and embarks you on an adventure in the wildlife to encounter a wide variety of animals, even endangered","2,872.96"
106,Private Uluwatu Temple Day Trip,/AttractionProductReview-g1219108-d11464254-Private_Uluwatu_Temple_Day_Trip-Ungasan_Nusa_Dua_Peninsula_Bali.html,5,65,"Absorb the sacred splendor of Uluwatu Temple on a private full-day trip from South Denpasar. In the Balinese sunshine, you’ll visit the gorgeous Pandawa Beach and swim in the crystal clear waters of Labuan Sait","1,828.25"
107,"Private Uluwatu Temple,Kecak Fire Dance Evening Tour with Dinner in...",/AttractionProductReview-g469404-d12560490-Private_Uluwatu_Temple_Kecak_Fire_Dance_Evening_Tour_with_Dinner_in_Jimbaran_bay-S.html,4.5,33,"There’s no better place to immerse in Balinese culture than Uluwatu Temple, perched atop 230-foot (70-meter) cliffs. Skip the self-drive hassles and let your private driver take the wheel on this door-to-door","1,019.41"
108,"Bali Waterfalls in One Day: Tukad Cepung, Tibumana, Kanto Lampo...",/AttractionProductReview-g608496-d15845734-Bali_Waterfalls_in_One_Day_Tukad_Cepung_Tibumana_Kanto_Lampo_Tegenungan-Tabanan_Ba.html,5,11,"Pack your cameras for a full day tour around some of Bali’s most picturesque waterfalls. Rather than rushing from site to site with a large group of tourists, spend around an hour at each location with only a",626.83
109,Bali White Water Rafting All Inclusive With Transportation and Lunch,/AttractionProductReview-g294226-d13305244-Bali_White_Water_Rafting_All_Inclusive_With_Transportation_and_Lunch-Bali.html,5,18,"Discover Balinese nature on an 2-hour white water rafting adventure. In addition to round trip transportation from your hotel, the all-inclusive experience includes a buffet lunch. While action-packed, the activity","1,316.34"
110,Telaga Waja White Water Rafting (Very easy access both points),/AttractionProductReview-g608496-d15767476-Telaga_Waja_White_Water_Rafting_Very_easy_access_both_points-Tabanan_Bali.html,5,3,"Telaga Waja River is best destination for this adventures ,this river has Class Rapid Water from 3 till 4 grade water, so..it’s will be good for Beginner and will give Challenge for Experience and The water from the","1,462.60"
111,3 Hour Cooking Class Experiences and Lunch at Anggrek Putih Eco...,/AttractionProductReview-g297733-d15567242-3_Hour_Cooking_Class_Experiences_and_Lunch_at_Anggrek_Putih_Eco_Resort_in_Lombok-L.html,5,9,Cooking class managed by Anggrek Putih Eco Resort & Authentic Lombok Tours offers 3-hours learning Indonesian Cuisine.  Experience the different flavor of Indonesian cuisine and learn about,"1,671.54"
112,3 Islands Full Day Cruise from Bali,/AttractionProductReview-g469404-d13147297-3_Islands_Full_Day_Cruise_from_Bali-Seminyak_Kuta_District_Bali.html,4.5,23,"Three gorgeous islands hang in the waters between Bali and Lombok: Penida, Lembongan, and Ceningan. It would take days to travel them all independently—but you can see the highlights in just a few hours on this","6,163.81"
